matchId,winner_BOTTOM,winner_JUNGLE,winner_MIDDLE,winner_TOP,winner_UTILITY,loser_BOTTOM,loser_JUNGLE,loser_MIDDLE,loser_TOP,loser_UTILITY
EUW1_7198781036,Ziggs,Nocturne,Renekton,Darius,Braum,Caitlyn,MonkeyKing,Galio,Riven,Maokai
EUW1_7198781508,Aphelios,Warwick,Sylas,Garen,Poppy,Jinx,JarvanIV,Veigar,KSante,Milio
EUW1_7198782503,Ezreal,Ambessa,RekSai,Yorick,Swain,Heimerdinger,Nocturne,Syndra,KSante,Alistar
EUW1_7198782950,Varus,Viego,Kassadin,Nasus,Lux,Ziggs,Jax,Ekko,Renekton,Xerath
EUW1_7198784031,MissFortune,Vi,Katarina,Yorick,Morgana,Ashe,Rengar,Jayce,Shaco,Xerath
EUW1_7198784330,Jhin,Malphite,Veigar,Karthus,Swain,Ashe,LeeSin,Malzahar,Gragas,Sylas
EUW1_7198784779,Aphelios,Chogath,AurelionSol,Garen,TahmKench,Smolder,Sejuani,AurelionSol,Riven,Xerath
EUW1_7198784907,Jinx,Briar,Leblanc,Mordekaiser,Karma,Smolder,Warwick,Hwei,DrMundo,Poppy
EUW1_7198785241,Draven,Brand,Veigar,DrMundo,Sett,Samira,Nocturne,Kaisa,Ambessa,Seraphine
EUW1_7198785448,Gragas,MasterYi,Ekko,Smolder,Shaco,Jhin,Khazix,Neeko,Poppy,Nautilus
EUW1_7198785862,Ashe,Teemo,Yorick,Darius,Lux,Ezreal,Briar,Ahri,,Soraka
EUW1_7198787169,Kaisa,Kayn,Akali,Teemo,Pantheon,Warwick,MasterYi,Swain,Darius,Zeri
EUW1_7198790245,Ezreal,Sejuani,Yone,Jayce,Senna,Tristana,XinZhao,Viktor,Ambessa,TahmKench
EUW1_7198792555,Kaisa,Warwick,Veigar,Ambessa,Thresh,Jinx,Teemo,Ezreal,Smolder,Leona
EUW1_7198792755,Varus,Ivern,Ambessa,Nasus,TahmKench,Lucian,Skarner,Malzahar,KSante,Milio
EUW1_7198793185,Caitlyn,Hecarim,Yasuo,Ambessa,Lux,Caitlyn,Ekko,Jayce,Pantheon,Milio
EUW1_7198798603,Caitlyn,Ekko,Sion,Yone,Lux,Ezreal,Vi,Swain,Teemo,Thresh
EUW1_7198799411,Jhin,Teemo,Lux,Singed,Smolder,Kaisa,Shaco,Sylas,Aurora,Renata
EUW1_7198800794,Draven,LeeSin,Velkoz,Jax,Alistar,Samira,Talon,Ziggs,Yone,Nautilus
EUW1_7198805178,MissFortune,Amumu,Orianna,Urgot,Malphite,Caitlyn,Evelynn,Irelia,TahmKench,Senna
EUW1_7198806070,Smolder,Kayn,Ekko,Chogath,Milio,Xayah,LeeSin,Ahri,Gragas,Pyke
EUW1_7198806667,Twitch,MonkeyKing,Velkoz,Darius,Thresh,Caitlyn,Amumu,TwistedFate,Volibear,Lux
EUW1_7198807161,Lucian,Warwick,Leblanc,Heimerdinger,Braum,Caitlyn,Lillia,Zed,Riven,Nautilus
EUW1_7198807520,Caitlyn,Khazix,Galio,Sion,Nautilus,Jhin,Ekko,Lux,DrMundo,Malphite
EUW1_7198808125,Caitlyn,Hecarim,Katarina,Ambessa,Lux,Caitlyn,Sejuani,AurelionSol,Shen,Pyke
EUW1_7198808629,Caitlyn,Skarner,Fizz,Smolder,Lux,Draven,Lillia,Yone,Yasuo,Nautilus
EUW1_7198808806,Jinx,Karthus,Corki,Nasus,Thresh,Leblanc,Malphite,Tryndamere,Trundle,Ziggs
EUW1_7198810347,Jinx,Darius,Viego,Gwen,Senna,Samira,Volibear,Zoe,Yorick,Thresh
EUW1_7198810959,Jhin,Yasuo,Warwick,Teemo,Pyke,Jinx,Briar,Smolder,DrMundo,Zyra
EUW1_7198811684,Kalista,FiddleSticks,TwistedFate,Sett,Pyke,Jinx,Teemo,Swain,,LeeSin
EUW1_7198814296,Jhin,Viego,Vex,Garen,Teemo,Draven,Diana,Yone,Malphite,Morgana
EUW1_7198814686,Jinx,MasterYi,Irelia,Shen,Lux,Jhin,Graves,Leblanc,Volibear,Swain
EUW1_7198814987,Taric,Sejuani,Galio,Jayce,Vayne,Samira,Kindred,AurelionSol,TahmKench,Nautilus
EUW1_7198815547,Corki,Viego,Swain,Fiora,Neeko,Smolder,MasterYi,Sylas,DrMundo,Lulu
EUW1_7198815831,Ashe,Nunu,Yasuo,Tryndamere,Lux,Swain,Viego,AurelionSol,Vladimir,Karma
EUW1_7198816601,Caitlyn,Ambessa,Velkoz,Garen,Lux,Tristana,Khazix,Xerath,Pantheon,TahmKench
EUW1_7198818016,Sivir,Nocturne,Seraphine,Riven,TahmKench,Ashe,Udyr,Xerath,Renekton,Swain
EUW1_7198821034,Sivir,Graves,Nasus,Gwen,Zyra,Caitlyn,Trundle,Riven,KSante,Pyke
EUW1_7198821364,Ezreal,Nunu,Anivia,Ambessa,Zyra,Tristana,Briar,Corki,Poppy,Morgana
EUW1_7198825144,Jinx,JarvanIV,Viktor,Kennen,Brand,Kalista,Kindred,Vex,TahmKench,Maokai
EUW1_7198825829,Zeri,Diana,Talon,TahmKench,Lulu,Jhin,Graves,Ahri,Mordekaiser,Seraphine
EUW1_7198827857,Yasuo,Diana,Ahri,Nunu,Yuumi,Swain,Viego,Yone,Camille,Senna
EUW1_7198829181,Vayne,Nocturne,Viktor,Teemo,Karma,Caitlyn,Ekko,Katarina,Alistar,Swain
EUW1_7198832001,MissFortune,Viego,Yasuo,Garen,Brand,Vayne,Khazix,Aurora,Shen,Sona
EUW1_7198832246,Jhin,Zed,Orianna,Darius,Braum,Ziggs,Graves,Corki,Mordekaiser,Swain
EUW1_7198833282,Ashe,Lillia,Viktor,Yone,Thresh,Twitch,JarvanIV,Yasuo,Pantheon,Zilean
EUW1_7198835199,KogMaw,Rengar,Malzahar,Shen,Milio,Ziggs,Xerath,Jayce,Warwick,Veigar
EUW1_7198835400,Ezreal,DrMundo,Swain,Kled,Senna,Jinx,Vi,Leblanc,Rammus,Lux
EUW1_7198835424,Jinx,Nasus,Brand,Briar,Rakan,Tristana,Vi,Hwei,Ambessa,Lux
EUW1_7198836665,Vayne,Ambessa,Caitlyn,Chogath,Soraka,MissFortune,Belveth,Akali,Hwei,Thresh
EUW1_7198837466,Xayah,Ekko,Brand,TahmKench,Lux,Caitlyn,Zac,Ahri,Tryndamere,Rell
EUW1_7198842246,Swain,Warwick,Ahri,KSante,Yasuo,Ashe,Graves,Vladimir,Cassiopeia,Morgana
EUW1_7198843271,Jhin,Shaco,Yone,Sett,Pyke,Lucian,Gwen,Swain,Riven,Thresh
EUW1_7198843521,Jhin,Vi,Pantheon,Kayle,Sona,Caitlyn,Teemo,Yone,Sett,Seraphine
EUW1_7198844003,Jinx,MasterYi,Ahri,Ambessa,Thresh,Vayne,Vi,Viktor,Quinn,Seraphine
EUW1_7198844565,Jhin,Kayn,Fizz,Mordekaiser,Leona,Caitlyn,Elise,AurelionSol,Teemo,Pantheon
EUW1_7198844571,Ezreal,Teemo,Yone,Illaoi,Yuumi,Caitlyn,MonkeyKing,Malzahar,Shaco,Brand
EUW1_7198845359,Kaisa,MonkeyKing,Yasuo,Vayne,Bard,Jinx,Khazix,Ahri,Volibear,Renata
EUW1_7198846813,Varus,Viego,Mordekaiser,Ornn,Velkoz,Caitlyn,Nocturne,Vex,Sett,Blitzcrank
EUW1_7198847663,Syndra,Graves,Yone,Shen,Morgana,Sivir,Nocturne,Malzahar,Teemo,Lux
EUW1_7198851218,Twitch,Diana,Yone,Sion,Sett,Veigar,Ekko,Yasuo,Riven,Ziggs
EUW1_7198852758,Jinx,Lillia,Yasuo,Trundle,Milio,MissFortune,Kayn,Draven,Mordekaiser,Sylas
EUW1_7198853539,Corki,Ambessa,Aurora,Darius,Yuumi,Lucian,Briar,Akali,Garen,Pyke
EUW1_7198854847,Ashe,MonkeyKing,Yasuo,Gnar,Rell,Caitlyn,Graves,Sylas,Kennen,Nasus
EUW1_7198855151,Jinx,Udyr,Lissandra,Gnar,Swain,Caitlyn,Warwick,Sylas,TahmKench,Lulu
EUW1_7198855361,Ezreal,Elise,Lux,TahmKench,Zyra,Draven,Ambessa,Aurora,Shen,Pyke
EUW1_7198856988,Caitlyn,Skarner,Leblanc,Pantheon,Lux,Smolder,Sett,Kaisa,Jayce,Xerath
EUW1_7198856999,Jinx,Kayle,Jayce,Yasuo,Ivern,Samira,Rell,Vex,Shyvana,Karthus
EUW1_7198858365,Seraphine,Graves,Jayce,Camille,Neeko,Caitlyn,Vi,Ekko,Ambessa,Brand
EUW1_7198860053,Jinx,Ivern,Vex,Kennen,Janna,Draven,Trundle,Leblanc,KSante,MissFortune
EUW1_7198860223,Jinx,Diana,Ahri,Darius,Maokai,Jhin,Teemo,Viktor,Illaoi,Rakan
EUW1_7198861786,Smolder,Shyvana,Vex,Yorick,Braum,Caitlyn,DrMundo,Naafiri,Seraphine,Morgana
EUW1_7198862302,Kaisa,Diana,MonkeyKing,Galio,Maokai,Lucian,Elise,Veigar,Syndra,Lulu
EUW1_7198862887,Kaisa,Chogath,Quinn,Gragas,Rell,Ashe,Trundle,Galio,Gnar,
EUW1_7198863067,KogMaw,XinZhao,Vex,TahmKench,Lulu,Xayah,Viego,Yasuo,Cassiopeia,Lux
EUW1_7198864322,MissFortune,Graves,Sylas,TahmKench,Lux,Caitlyn,Nunu,Xerath,Kayle,Pyke
EUW1_7198864422,Heimerdinger,Khazix,Syndra,Aatrox,Braum,Smolder,Nocturne,Morgana,Kayle,Pyke
EUW1_7198866458,Smolder,Ekko,AurelionSol,Nasus,Quinn,Xayah,Vi,Leblanc,Naafiri,Rakan
EUW1_7198867447,Caitlyn,Shaco,Yone,Volibear,Neeko,Jinx,Rengar,Katarina,Yasuo,TahmKench
EUW1_7198867545,Ezreal,MasterYi,Veigar,Garen,TahmKench,Caitlyn,Ekko,Yasuo,Mordekaiser,Leona
EUW1_7198869180,Malphite,Rengar,Swain,Irelia,LeeSin,Ziggs,Udyr,,Jayce,Pyke
EUW1_7198869989,Jhin,Hecarim,Katarina,Darius,Swain,Ezreal,Graves,Veigar,Nasus,Nautilus
EUW1_7198869996,Zeri,Briar,Zoe,Trundle,Janna,Caitlyn,Akshan,Tryndamere,Malphite,Shen
EUW1_7198870301,Xayah,Karthus,Yone,Singed,Alistar,Kaisa,XinZhao,Sylas,Ambessa,Velkoz
EUW1_7198870465,Vayne,Lillia,Pantheon,Trundle,Lux,Jhin,Vi,Zoe,Quinn,Pyke
EUW1_7198871029,Tristana,Graves,Galio,Renekton,Soraka,Smolder,Viego,Malzahar,Ambessa,Zyra
EUW1_7198873275,Jhin,Khazix,Ahri,Darius,Pyke,Ashe,Lillia,Zed,Tryndamere,Poppy
EUW1_7198873326,MissFortune,Nunu,Aurora,Shen,Rell,Sivir,Sejuani,Ahri,Riven,Thresh
EUW1_7198874785,Jinx,Nocturne,Yone,DrMundo,Xerath,Twitch,XinZhao,Gnar,Ambessa,Gragas
EUW1_7198874885,Draven,Brand,Yasuo,DrMundo,Nautilus,,Sylas,Teemo,Tristana,Viktor
EUW1_7198877366,Zeri,Ekko,Swain,Camille,Galio,Jhin,RekSai,Sylas,Garen,Brand
EUW1_7198877930,Jinx,Poppy,Talon,Darius,Zilean,Caitlyn,Graves,Qiyana,Chogath,Leona
EUW1_7198879549,Caitlyn,Kayn,Zed,Chogath,TahmKench,Ashe,Shaco,Talon,Garen,Thresh
EUW1_7198880435,Ashe,MasterYi,Lux,Quinn,Swain,Ezreal,Shaco,Veigar,Sett,TahmKench
EUW1_7198881398,Smolder,Khazix,Leblanc,Maokai,Teemo,Tristana,Viego,Annie,Malphite,Soraka
EUW1_7198881450,Ezreal,Khazix,Lux,Swain,Seraphine,Zeri,JarvanIV,Zed,Mordekaiser,Yuumi
EUW1_7198882399,Veigar,Nunu,Akali,TahmKench,Yuumi,Caitlyn,Galio,Yone,Garen,Lux
EUW1_7198882823,Ziggs,Khazix,Corki,Ambessa,Zyra,Ezreal,Kayn,Fizz,Tryndamere,Nami
EUW1_7198884217,KogMaw,Warwick,Swain,Teemo,Thresh,Jinx,Nunu,Vex,Urgot,Lulu
EUW1_7198886609,Hwei,Kayn,Yone,Fiora,Braum,Jhin,Vi,Lux,Ambessa,
EUW1_7198886702,Ziggs,Kayn,Jhin,Renekton,Veigar,Sett,Nocturne,Viktor,Darius,
EUW1_7198886732,Ezreal,Ekko,Naafiri,TahmKench,Lux,Neeko,Vi,Viktor,Malphite,Morgana
EUW1_7198887606,KogMaw,Rengar,Aurora,Ambessa,Bard,Caitlyn,Warwick,Varus,Gnar,Velkoz
EUW1_7198887664,MissFortune,Nocturne,Corki,Tryndamere,Senna,Varus,Sejuani,Syndra,Yone,Yuumi
EUW1_7198887920,Corki,JarvanIV,Azir,DrMundo,Morgana,Ziggs,Kindred,Hwei,Aatrox,TahmKench
EUW1_7198888216,Ashe,Rammus,Ahri,Darius,Karma,Caitlyn,Rengar,Sylas,XinZhao,Lux
EUW1_7198889162,Smolder,Warwick,Viktor,Jax,Milio,KogMaw,Ekko,Orianna,Riven,Karma
EUW1_7198889461,Lucian,Lillia,Hwei,Malphite,TahmKench,Jhin,Kayn,Lissandra,Sett,Seraphine
EUW1_7198889707,MissFortune,Ekko,Talon,Malphite,Blitzcrank,Jinx,MasterYi,Malzahar,TahmKench,Nami
EUW1_7198889792,Karthus,Viego,Yone,Trundle,Teemo,Lucian,Khazix,Ekko,Sett,Milio
EUW1_7198890266,Jhin,Vi,Vex,Garen,Zyra,Kaisa,Diana,Leblanc,Gnar,Thresh
EUW1_7198892017,Caitlyn,Diana,Akshan,KSante,Morgana,Ashe,Maokai,Zed,Sett,Karma
EUW1_7198892594,Jhin,Udyr,Velkoz,Heimerdinger,Malphite,Jinx,Ivern,Akali,Sion,Janna
EUW1_7198894414,Ezreal,Ekko,Akali,Darius,Seraphine,Xayah,Malphite,Lux,Aatrox,Swain
EUW1_7198894677,Jhin,Nunu,Anivia,Jayce,Lux,Ashe,Vi,Malzahar,KSante,Senna
EUW1_7198894911,Caitlyn,Rengar,Xerath,Nasus,Swain,Brand,Diana,Karma,Urgot,Nami
EUW1_7198895384,Jinx,Vi,Ekko,Warwick,Heimerdinger,Ezreal,Amumu,Leblanc,Garen,Lux
EUW1_7198895678,Jinx,Gwen,Sylas,DrMundo,Blitzcrank,Smolder,Viego,Malphite,Teemo,Taric
EUW1_7198897054,Varus,Pantheon,Yasuo,Mordekaiser,Lulu,Caitlyn,Zed,Qiyana,Ambessa,Sona
EUW1_7198897779,Smolder,Diana,Yone,Urgot,Zyra,Caitlyn,Skarner,Fizz,Vayne,Lux
EUW1_7198898056,Teemo,Nunu,Camille,Gnar,Soraka,Kalista,Lillia,Vex,Aurora,Nautilus
EUW1_7198899249,Jhin,Diana,Vayne,Warwick,TahmKench,Nilah,Vi,Ahri,Teemo,Lux
EUW1_7198899319,Ezreal,Diana,Malzahar,Mordekaiser,Neeko,MissFortune,Amumu,Galio,Ornn,Nami
EUW1_7198900753,Jinx,Ekko,Rell,Teemo,Sona,Caitlyn,Graves,Fizz,Tryndamere,Bard
EUW1_7198901635,Ashe,Elise,Anivia,Urgot,Swain,Zeri,Shaco,Kassadin,Kayle,Lulu
EUW1_7198905323,Corki,Warwick,Caitlyn,Gwen,Xerath,Ziggs,Hecarim,Yasuo,Heimerdinger,Chogath
EUW1_7198905611,Gragas,MasterYi,Galio,Aatrox,Morgana,Caitlyn,Ekko,Lux,Darius,Thresh
EUW1_7198906030,Jinx,Zed,Qiyana,Ambessa,Jayce,,Diana,Ekko,Teemo,Taric
EUW1_7198906449,Caitlyn,Briar,Syndra,Sett,Leona,Ezreal,Vi,Veigar,MasterYi,TahmKench
EUW1_7198907120,Caitlyn,XinZhao,Syndra,Yorick,Thresh,Jhin,Kayn,Anivia,Jayce,Lux
EUW1_7198907694,MissFortune,LeeSin,Cassiopeia,Nasus,Brand,Caitlyn,Nocturne,Smolder,TahmKench,Poppy
EUW1_7198909040,Jinx,Amumu,Ahri,Yone,Poppy,Ashe,FiddleSticks,Sylas,Nasus,Pyke
EUW1_7198909815,Sivir,Ambessa,Talon,Sion,Rakan,Velkoz,Zac,Yasuo,Yone,Lux
EUW1_7198909928,MissFortune,Hecarim,Yone,Trundle,Lux,Ashe,Rammus,Jayce,Yone,Senna
EUW1_7198910777,MissFortune,Yorick,Syndra,Teemo,Lux,Jhin,Shaco,Qiyana,Garen,Morgana
EUW1_7198911966,Samira,Twitch,Ahri,Mordekaiser,Morgana,Corki,Evelynn,Ambessa,Pantheon,Swain
EUW1_7198912025,Corki,Vi,Talon,Mordekaiser,Karma,Smolder,Khazix,Orianna,Singed,Bard
EUW1_7198913807,Smolder,Viego,Lux,Teemo,Sona,Ezreal,Kindred,Orianna,Darius,Velkoz
EUW1_7198915354,Twitch,Shyvana,Fizz,Pantheon,Senna,Ashe,Katarina,Yasuo,Viktor,Janna
EUW1_7198917146,Varus,Diana,Xerath,Ambessa,Morgana,MissFortune,Kindred,Ahri,Yasuo,Zyra
EUW1_7198917212,Aphelios,Warwick,Kaisa,Ornn,Lux,Lucian,Kayn,Viktor,Chogath,Taric
EUW1_7198918695,MissFortune,Zed,Akali,Darius,Pyke,Varus,Shaco,Annie,Talon,Sion
EUW1_7198919333,Jinx,Shyvana,Riven,Singed,Renata,Jhin,MasterYi,Malzahar,Ornn,Lux
EUW1_7198919461,Jinx,Viego,Ekko,Mordekaiser,Thresh,Ashe,Briar,Orianna,Singed,Senna
EUW1_7198920945,Veigar,Graves,Fizz,Garen,Thresh,Jinx,Shaco,Malzahar,Aatrox,Lux
EUW1_7198922245,Draven,MasterYi,Akali,Volibear,Malphite,Jinx,Nocturne,Galio,Ambessa,Pyke
EUW1_7198922293,Caitlyn,Gragas,Yasuo,Renekton,Sylas,Sivir,Kindred,AurelionSol,Mordekaiser,TahmKench
EUW1_7198922679,Jhin,Elise,Jayce,KSante,Senna,Jinx,Nasus,Galio,Irelia,Velkoz
EUW1_7198923289,Caitlyn,Poppy,Yasuo,Singed,Brand,Shaco,Warwick,Irelia,Ambessa,Renata
EUW1_7198923662,Caitlyn,Volibear,AurelionSol,Heimerdinger,Nautilus,Jhin,Vi,Leblanc,Mordekaiser,Lux
EUW1_7198923851,Ezreal,Ekko,Vex,Kayle,Neeko,Nilah,Gwen,Leblanc,Ambessa,Lux
EUW1_7198924632,Kaisa,Zac,Veigar,Garen,Brand,Ezreal,XinZhao,Zoe,Sett,Bard
EUW1_7198925157,Swain,Elise,Talon,Trundle,Braum,Samira,Briar,Ahri,Malphite,Nautilus
EUW1_7198926256,,Kayn,Diana,Nasus,Nautilus,Caitlyn,Ivern,Leblanc,Ambessa,Vi
EUW1_7198927139,Jinx,Warwick,Ahri,Illaoi,Bard,Smolder,Ekko,Irelia,Chogath,Lux
EUW1_7198927290,Ezreal,Nocturne,Velkoz,Shen,Nami,Tristana,Amumu,Xerath,Nautilus,Pantheon
EUW1_7198928157,MissFortune,Kayn,Sylas,Gwen,Zyra,Smolder,Vi,Lux,Renekton,Renata
EUW1_7198929336,Caitlyn,Kindred,AurelionSol,Nasus,Maokai,Ashe,Skarner,Yasuo,Chogath,Morgana
EUW1_7198929476,Jhin,Trundle,Aurora,DrMundo,Morgana,Ezreal,Karthus,Hwei,TahmKench,Leblanc
EUW1_7198929836,Yasuo,Naafiri,Lissandra,Braum,Ahri,Samira,Vi,Lux,Garen,Pyke
EUW1_7198929945,Jinx,Malphite,Yasuo,Aatrox,Lux,Jhin,Ekko,Malzahar,Veigar,Soraka
EUW1_7198930166,Ashe,Diana,Syndra,Darius,Rakan,Ezreal,Viego,Yone,Zac,Lux
EUW1_7198932540,Ziggs,JarvanIV,Neeko,Ambessa,Swain,Veigar,Vi,Caitlyn,Chogath,Poppy
EUW1_7198934114,MissFortune,LeeSin,Veigar,Garen,Lux,Xayah,Gragas,Rakan,Ambessa,Thresh
EUW1_7198934934,Jhin,Elise,Azir,Malphite,Lux,Smolder,Amumu,Malzahar,Swain,Nautilus
EUW1_7198935015,Kaisa,Ekko,Yasuo,Teemo,Rell,Velkoz,Viego,Viktor,Yone,Alistar
EUW1_7198935511,Caitlyn,Warwick,Jayce,Gwen,Swain,Smolder,Kaisa,Sett,Vayne,Pantheon
EUW1_7198935619,MissFortune,Sejuani,Vex,Pantheon,Thresh,Jhin,Graves,Syndra,Sion,Seraphine
EUW1_7198936190,MissFortune,Karthus,Lux,Camille,Seraphine,Vayne,Hecarim,Sylas,Garen,Leona
EUW1_7198936859,Alistar,Vi,Syndra,Illaoi,Thresh,Vayne,Naafiri,Vex,DrMundo,Blitzcrank
EUW1_7198937918,Vayne,Shaco,Lux,Chogath,Zyra,MissFortune,Briar,Yasuo,Malphite,Sona
EUW1_7198938072,Tristana,Udyr,Yone,Teemo,Zyra,Ashe,Diana,Irelia,Darius,Seraphine
EUW1_7198938961,Jhin,Ekko,Talon,Sion,Lux,Jinx,Graves,Anivia,Sett,Rell
EUW1_7198939294,Yasuo,Gragas,Galio,Teemo,Zilean,Caitlyn,Nunu,Talon,Morgana,Milio
EUW1_7198939987,Samira,Graves,Aphelios,Gragas,Thresh,Caitlyn,Ekko,Jayce,Maokai,Pantheon
EUW1_7198940312,Xayah,Kindred,Yone,Neeko,Brand,Zeri,XinZhao,Ekko,Gnar,Morgana
EUW1_7198940326,Kaisa,Ekko,Zed,Aatrox,Neeko,MissFortune,Sion,Kled,Katarina,Lux
EUW1_7198940827,Ashe,Elise,Vex,Shen,Yuumi,Lucian,Ambessa,Zed,Trundle,Milio
EUW1_7198941560,Vayne,Khazix,Viktor,Yasuo,Veigar,Smolder,Talon,Aurora,Teemo,Pyke
EUW1_7198943360,Vayne,Viego,Malzahar,TahmKench,Leona,Jhin,Nunu,Vex,AurelionSol,Rell
EUW1_7198943603,Lucian,XinZhao,Sylas,Yone,Nami,Kaisa,Hecarim,Diana,Urgot,Rakan
EUW1_7198944573,Caitlyn,Ekko,Akali,Ambessa,Teemo,KogMaw,Poppy,Yasuo,Mordekaiser,Soraka
EUW1_7198944833,Jhin,Vi,Hwei,Singed,LeeSin,Kaisa,XinZhao,Syndra,Chogath,Nautilus
EUW1_7198944884,Tristana,JarvanIV,Diana,Illaoi,Hwei,Sivir,Ekko,Gangplank,,Nautilus
EUW1_7198945409,Caitlyn,Skarner,Veigar,Vayne,Zyra,MissFortune,LeeSin,Corki,Sett,Morgana
EUW1_7198945715,Kaisa,Shen,Neeko,Ambessa,TahmKench,Ezreal,Lillia,Zed,Poppy,Veigar
EUW1_7198947417,Tristana,Nidalee,Jayce,Jax,Karma,Aphelios,Shaco,Fizz,Vayne,Maokai
EUW1_7198947681,Kaisa,Warwick,Ahri,Urgot,Pyke,Jinx,Ambessa,Lux,Trundle,Soraka
EUW1_7198948071,Jinx,Neeko,Malzahar,Darius,Velkoz,KogMaw,Belveth,Veigar,TahmKench,Sona
EUW1_7198948526,Kaisa,Belveth,Hwei,Gangplank,Thresh,Caitlyn,Skarner,Syndra,Irelia,TahmKench
EUW1_7198948955,Annie,Zac,Nunu,Tryndamere,Thresh,,Graves,Leblanc,Ryze,MonkeyKing
EUW1_7198949425,Jinx,Volibear,Aurora,Jax,Ashe,Smolder,Elise,Akali,Illaoi,Xerath
EUW1_7198949712,Zeri,Viego,Veigar,Gnar,Maokai,Caitlyn,Teemo,Darius,Malzahar,Seraphine
EUW1_7198951085,Veigar,Rengar,Diana,Leblanc,Thresh,Twitch,Khazix,Viktor,KSante,Cassiopeia
EUW1_7198951516,Swain,Viego,Sylas,Jax,Leblanc,Jinx,Nidalee,Syndra,Jayce,Soraka
EUW1_7198952276,Ezreal,Amumu,Malzahar,Teemo,Lux,Viktor,Belveth,Veigar,Sett,Jayce
EUW1_7198952666,Vayne,Lillia,AurelionSol,Garen,Galio,Jinx,Udyr,Briar,Ambessa,Janna
EUW1_7198953057,Draven,Briar,Yone,Akali,Nami,Twitch,Ekko,Syndra,Yorick,Soraka
EUW1_7198953159,Jhin,Viego,Mordekaiser,Fiora,Swain,Caitlyn,Lillia,Yasuo,Sion,Pyke
EUW1_7198954343,KogMaw,Vi,AurelionSol,Yone,Nami,Aphelios,Trundle,Jinx,Yorick,Zoe
EUW1_7198954429,Caitlyn,Viego,Corki,Aatrox,Morgana,Ezreal,Rammus,Irelia,Vladimir,Amumu
EUW1_7198954653,Vayne,Vi,Ekko,Gragas,Blitzcrank,Sivir,Jax,Syndra,Shen,Swain
EUW1_7198954969,Jinx,Poppy,Yasuo,Ambessa,Leona,Kaisa,Zac,Yasuo,Sett,Twitch
EUW1_7198955130,Jinx,Sejuani,Leblanc,Warwick,Bard,Draven,Gwen,Ahri,Jax,Pantheon
EUW1_7198956376,Ziggs,Elise,Aurora,Darius,Bard,Jinx,LeeSin,Zed,Mordekaiser,Lulu
EUW1_7198956873,Jinx,Kayn,Yasuo,Sett,Shen,Sivir,Vi,Ahri,Yorick,Nautilus
EUW1_7198957343,Jhin,Shaco,Yone,TahmKench,Nami,Tristana,Lillia,Talon,Illaoi,Pyke
EUW1_7198957589,Kaisa,Taliyah,Vex,Trundle,TahmKench,Vayne,Zed,Garen,Nasus,Xerath
EUW1_7198957797,Jhin,Teemo,Lux,Renekton,Nautilus,Ashe,Warwick,Leblanc,Urgot,Xerath
EUW1_7198957823,Vayne,Kindred,Sylas,Yone,Malphite,Jinx,Karthus,Galio,Mordekaiser,Sona
EUW1_7198958514,Kaisa,Darius,AurelionSol,Aatrox,Volibear,Sivir,Hecarim,Nunu,Jax,Soraka
EUW1_7198958609,Jinx,Kayn,Smolder,Teemo,Veigar,Caitlyn,Ekko,Karma,Olaf,Zac
EUW1_7198960255,Xayah,Lillia,Talon,Zac,Leona,Ashe,XinZhao,Ahri,Aatrox,Nami
EUW1_7198960977,Lucian,Nunu,Ahri,Heimerdinger,Braum,Caitlyn,MonkeyKing,Veigar,Malphite,Swain
EUW1_7198961154,Jinx,Warwick,Ekko,Teemo,Orianna,Camille,Ambessa,Jayce,Nautilus,Morgana
EUW1_7198962850,Varus,Zed,Lux,Gwen,Nami,Kaisa,DrMundo,Katarina,Darius,TahmKench
EUW1_7198963341,Jhin,Graves,Shen,Volibear,Seraphine,Caitlyn,Warwick,Yasuo,Ambessa,Braum
EUW1_7198963747,Ziggs,Viego,Jhin,Jax,Janna,MissFortune,Skarner,Lux,Yorick,TahmKench
EUW1_7198964662,Caitlyn,Amumu,Aurora,Ambessa,Brand,Ashe,Volibear,Yone,Nasus,Velkoz
EUW1_7198964803,Ezreal,Viego,Malzahar,Ornn,Velkoz,Ashe,Rengar,TwistedFate,Renekton,Nautilus
EUW1_7198965683,Caitlyn,Viego,Vex,Ambessa,Lux,Sivir,FiddleSticks,Akali,Kayle,Neeko
EUW1_7198966000,Samira,Teemo,Veigar,Kayn,Pyke,Zeri,Vi,AurelionSol,Vladimir,Karma
EUW1_7198967302,Kaisa,Diana,Vex,Ambessa,Swain,Ezreal,Warwick,Sylas,TahmKench,Poppy
EUW1_7198968155,Jinx,Kayn,Syndra,Gragas,Lulu,Ashe,Pantheon,Ahri,Jayce,TahmKench
EUW1_7198968546,Sivir,Hecarim,Brand,Ambessa,Senna,Caitlyn,Zed,Sylas,Yone,Karma
EUW1_7198969696,Sivir,Nocturne,Sylas,Darius,Lux,Ashe,Kindred,Katarina,Singed,Leona
EUW1_7198970129,Jinx,MasterYi,AurelionSol,Singed,Neeko,Samira,Darius,Akali,Trundle,Nautilus
EUW1_7198970488,Senna,Volibear,Ahri,Irelia,Seraphine,Jinx,Belveth,Akali,Yorick,Velkoz
EUW1_7198971410,Swain,Shaco,Vladimir,Darius,Karma,Lux,Swain,Naafiri,,Morgana
